,thinktank,year,pub,num_cites,expenses,age,con_lib
131,Center for Automotive Research,2014,WP,10,4.691498,11,0
132,Center for Automotive Research,2014,WSJ,9,4.691498,11,0
133,Center for Automotive Research,2015,NYT,9,5.095172,12,0
134,Center for Automotive Research,2015,WP,11,5.095172,12,0
135,Center for Automotive Research,2015,WSJ,9,5.095172,12,0
136,Center for Automotive Research,2016,NYT,6,5.157656,13,0
137,Center for Automotive Research,2016,WP,3,5.157656,13,0
138,Center for Automotive Research,2016,WSJ,13,5.157656,13,0
139,Center for Automotive Research,2017,NYT,6,4.765147,14,0
140,Center for Automotive Research,2017,WP,5,4.765147,14,0
141,Center for Automotive Research,2017,WSJ,7,4.765147,14,0
142,Center for Automotive Research,2018,NYT,2,4.744707,15,0
143,Center for Automotive Research,2018,WP,7,4.744707,15,0
144,Center for Automotive Research,2018,WSJ,11,4.744707,15,0
145,Center for Economic and Policy Research,2014,NYT,1,1.934308,15,0
146,Center for Economic and Policy Research,2014,WP,1,1.934308,15,0
147,Center for Economic and Policy Research,2015,WSJ,2,1.792137,16,0
148,Center for Economic and Policy Research,2016,WP,2,1.960944,17,0
149,Center for Economic and Policy Research,2017,WP,1,1.990467,18,0
150,Center for Economic and Policy Research,2018,NYT,1,2.209624,19,0
151,Center for Economic and Policy Research,2018,WP,1,2.209624,19,0
152,Center for Excellence in Higher Education,2015,NYT,1,172.475209,8,1
153,Center for Excellence in Higher Education,2016,NYT,2,176.23851,9,1
154,Center for Excellence in Higher Education,2017,WP,1,184.139858,10,1
155,Center for Excellence in Higher Education,2018,WP,1,197.915389,11,1
156,Center for Global Development,2015,NYT,1,15.363099,14,0
157,Center for Global Development,2017,NYT,3,15.025801,16,0
158,Center for Global Development,2018,NYT,1,16.900166,17,0
159,Center for Immigration Studies,2014,WSJ,1,2.361993,29,1
160,Center for Immigration Studies,2015,NYT,1,2.670635,30,1
161,Center for Immigration Studies,2016,NYT,1,2.816435,31,1
162,Center for Immigration Studies,2017,WP,2,3.020942,32,1
163,Center for Immigration Studies,2018,NYT,2,3.416896,33,1
164,Center for International Development,2016,NYT,1,4.569121,39,0
165,Center for International Development,2017,NYT,1,4.548092,40,0
166,Center for International Development,2017,WP,2,4.548092,40,0
167,Center for International Policy,2014,WP,1,4.602711,39,0
168,Center for International Policy,2015,WP,1,4.922484,40,0
169,Center for International Policy,2016,WSJ,1,5.101628,41,0
170,Center for International Policy,2017,NYT,1,3.01695,42,0
171,Center for International Policy,2018,WP,1,4.721624,43,0
172,Center for International Security and Cooperation,2016,NYT,2,4.569121,33,0
173,Center for International Security and Cooperation,2016,WP,1,4.569121,33,0
174,Center for International Security and Cooperation,2017,NYT,2,4.548092,34,0
175,Center for International Security and Cooperation,2017,WP,2,4.548092,34,0
176,Center for International Security and Cooperation,2017,WSJ,1,4.548092,34,0
177,Center for International Security and Cooperation,2018,NYT,3,4.744707,35,0
178,Center for International Security and Cooperation,2018,WP,5,4.744707,35,0
179,Center for International Security and Cooperation,2018,WSJ,1,4.744707,35,0
180,Center for National Policy,2017,WP,1,2.609001,36,0
181,Center for Public Integrity,2014,WP,2,8.413507,25,0
182,Center for Public Integrity,2014,WSJ,1,8.413507,25,0
183,Center for Public Integrity,2016,WP,1,8.019182,27,0
184,Center for Public Integrity,2017,NYT,1,5.208118,28,0
185,Center for Public Integrity,2017,WP,3,5.208118,28,0
186,Center for Public Integrity,2017,WSJ,1,5.208118,28,0
187,Center for Security Policy,2015,WSJ,1,4.945226,27,1
188,Center for Security Policy,2016,WP,1,6.446998,28,1
189,Center for Security Policy,2018,NYT,1,4.858451,30,1
190,Center for Security Policy,2018,WP,2,4.858451,30,1
191,Center for Strategic and Budgetary Assessments,2014,NYT,1,6.216434,31,0
192,Center for Strategic and Budgetary Assessments,2015,WP,1,6.433222,32,0
193,Center for Strategic and Budgetary Assessments,2015,WSJ,1,6.433222,32,0
194,Center for Strategic and Budgetary Assessments,2016,WP,1,7.824908,33,0
195,Center for Strategic and Budgetary Assessments,2017,WP,1,8.653272,34,0
196,Center for Strategic and International Studies,2014,WP,2,37.47292,52,0
197,Center for Strategic and International Studies,2015,NYT,1,38.935803,53,0
198,Center for Strategic and International Studies,2015,WP,1,38.935803,53,0
199,Center for Strategic and International Studies,2015,WSJ,1,38.935803,53,0
200,Center for Strategic and International Studies,2016,NYT,3,44.893732,54,0
201,Center for Strategic and International Studies,2016,WP,2,44.893732,54,0
202,Center for Strategic and International Studies,2016,WSJ,1,44.893732,54,0
203,Center for Strategic and International Studies,2017,NYT,4,46.332597,55,0
204,Center for Strategic and International Studies,2017,WP,6,46.332597,55,0
205,Center for Strategic and International Studies,2018,NYT,3,45.841469,56,0
206,Center for Strategic and International Studies,2018,WP,6,45.841469,56,0
207,Center for Strategic and International Studies,2018,WSJ,2,45.841469,56,0
208,Center for Transatlantic Relations,2014,WP,1,4.351888,13,0
209,Center for Transatlantic Relations,2018,NYT,1,4.744707,17,0
210,Center for a New American Security,2014,WP,1,9.157223,7,0
211,Center for a New American Security,2015,WP,1,9.157223,8,0
212,Center for a New American Security,2016,NYT,2,9.157223,9,0
213,Center for a New American Security,2018,WP,2,10.589419,11,0
214,Center on Budget and Policy Priorities,2014,NYT,1,30.948012,33,0
215,Center on Budget and Policy Priorities,2014,WP,3,30.948012,33,0
216,Center on Budget and Policy Priorities,2014,WSJ,3,30.948012,33,0
217,Center on Budget and Policy Priorities,2015,NYT,4,33.807175,34,0
218,Center on Budget and Policy Priorities,2015,WP,5,33.807175,34,0
219,Center on Budget and Policy Priorities,2015,WSJ,3,33.807175,34,0
220,Center on Budget and Policy Priorities,2016,NYT,6,28.721352,35,0
221,Center on Budget and Policy Priorities,2016,WP,10,28.721352,35,0
222,Center on Budget and Policy Priorities,2016,WSJ,1,28.721352,35,0
223,Center on Budget and Policy Priorities,2017,NYT,6,33.287285,36,0
224,Center on Budget and Policy Priorities,2017,WP,6,33.287285,36,0
225,Center on Budget and Policy Priorities,2018,NYT,2,36.546328,37,0
226,Center on Budget and Policy Priorities,2018,WP,12,36.546328,37,0
227,Center on Budget and Policy Priorities,2018,WSJ,2,36.546328,37,0
228,Chicago Council on Global Affairs,2016,NYT,1,15.37969,94,0
229,Chicago Council on Global Affairs,2016,WSJ,2,15.37969,94,0
230,Chicago Council on Global Affairs,2017,WP,1,16.80657,95,0
231,Chicago Council on Global Affairs,2018,NYT,1,16.873096,96,0
232,Claremont Institute,2015,WSJ,1,5.533681,36,1
233,Claremont Institute,2016,NYT,1,4.972703,37,1
234,Committee for Economic Development,2015,WP,1,60.529474,73,0
235,Committee for a Responsible Federal Budget,2016,NYT,1,3.227336,35,0
236,Committee for a Responsible Federal Budget,2016,WSJ,2,3.227336,35,0
237,Committee for a Responsible Federal Budget,2017,NYT,1,3.038669,36,0
238,Committee for a Responsible Federal Budget,2017,WP,1,3.038669,36,0
239,Committee for a Responsible Federal Budget,2018,NYT,1,3.287833,37,0
240,Committee for a Responsible Federal Budget,2018,WP,1,3.287833,37,0
241,Competitive Enterprise Institute,2014,WSJ,1,6.427052,30,1
242,Competitive Enterprise Institute,2015,WP,3,7.35691,31,1
243,Competitive Enterprise Institute,2015,WSJ,2,7.35691,31,1
244,Competitive Enterprise Institute,2016,NYT,1,7.811133,32,1
245,Competitive Enterprise Institute,2017,NYT,2,8.354004,33,1
246,Competitive Enterprise Institute,2018,NYT,1,6.797063,34,1
247,Competitive Enterprise Institute,2018,WP,1,6.797063,34,1
248,Copenhagen Consensus Center,2015,NYT,1,1.947489,25,0
249,Council on Foreign Relations,2014,NYT,3,64.7229,93,0
250,Council on Foreign Relations,2014,WP,4,64.7229,93,0
251,Council on Foreign Relations,2014,WSJ,2,64.7229,93,0
252,Council on Foreign Relations,2015,NYT,1,64.757,94,0
253,Council on Foreign Relations,2015,WSJ,1,64.757,94,0
254,Council on Foreign Relations,2016,NYT,1,69.9312,95,0
255,Council on Foreign Relations,2016,WP,2,69.9312,95,0
256,Council on Foreign Relations,2017,NYT,6,69.2628,96,0
257,Council on Foreign Relations,2018,NYT,2,73.6941,97,0
258,Council on Foreign Relations,2018,WP,2,73.6941,97,0
259,Council on Foreign Relations,2018,WSJ,3,73.6941,97,0
260,Demos,2014,NYT,3,8.127178,21,0
261,Demos,2014,WP,1,8.127178,21,0
262,Demos,2014,WSJ,2,8.127178,21,0
263,Demos,2015,WP,2,8.687459,22,0
264,Demos,2015,WSJ,4,8.687459,22,0
265,Demos,2016,NYT,1,8.7529,23,0
266,Demos,2016,WP,1,8.7529,23,0
267,Demos,2016,WSJ,2,8.7529,23,0
268,Demos,2017,NYT,1,10.273673,24,0
269,Demos,2017,WP,2,10.273673,24,0
270,Demos,2017,WSJ,2,10.273673,24,0
271,Demos,2018,NYT,1,11.76246,25,0
272,Demos,2018,WP,3,11.76246,25,0
273,Demos,2018,WSJ,1,11.76246,25,0
274,Discovery Institute,2014,WP,1,4.577829,24,1
275,Discovery Institute,2017,WSJ,1,5.886423,27,1
276,Earth Institute,2014,NYT,5,4.351888,19,0
277,Earth Institute,2014,WSJ,1,4.351888,19,0
278,Earth Institute,2015,NYT,4,4.362669,20,0
279,Earth Institute,2015,WP,4,4.362669,20,0
280,Earth Institute,2016,NYT,3,4.569121,21,0
281,Earth Institute,2016,WP,1,4.569121,21,0
282,Earth Institute,2017,NYT,4,4.548092,22,0
283,Earth Institute,2017,WP,2,4.548092,22,0
284,Earth Institute,2018,WP,1,4.744707,23,0
285,Economic Policy Institute,2014,NYT,3,5.545761,28,0
286,Economic Policy Institute,2014,WP,2,5.545761,28,0
287,Economic Policy Institute,2015,NYT,3,5.550991,29,0
288,Economic Policy Institute,2015,WP,6,5.550991,29,0
289,Economic Policy Institute,2015,WSJ,2,5.550991,29,0
290,Economic Policy Institute,2016,NYT,6,5.854099,30,0
291,Economic Policy Institute,2016,WP,4,5.854099,30,0
292,Economic Policy Institute,2016,WSJ,2,5.854099,30,0
293,Economic Policy Institute,2017,NYT,3,6.502386,31,0
294,Economic Policy Institute,2017,WP,5,6.502386,31,0
295,Economic Policy Institute,2018,NYT,3,6.699574,32,0
296,Economic Policy Institute,2018,WP,4,6.699574,32,0
297,Economic Policy Institute,2018,WSJ,3,6.699574,32,0
298,Employment Policies Institute,2017,WSJ,1,2.17335,21,0
299,Federation for American Immigration Reform,2014,WP,3,6.336441,35,0
300,Federation for American Immigration Reform,2015,NYT,1,6.361498,36,0
301,Federation for American Immigration Reform,2015,WP,3,6.361498,36,0
302,Federation for American Immigration Reform,2016,NYT,1,11.246727,37,0
303,Federation for American Immigration Reform,2016,WSJ,2,11.246727,37,0
304,Federation for American Immigration Reform,2017,NYT,1,8.57589,38,0
305,Federation for American Immigration Reform,2017,WSJ,3,8.57589,38,0
306,Federation for American Immigration Reform,2018,WSJ,1,10.902278,39,0
307,Foreign Policy Research Institute,2017,WP,1,2.449241,62,0
308,Foreign Policy Research Institute,2018,WSJ,1,2.479874,63,0
309,Foundation for Defense of Democracies,2014,WSJ,1,8.33448,13,1
310,Foundation for Defense of Democracies,2015,NYT,1,10.411942,14,1
311,Foundation for Defense of Democracies,2018,WP,3,14.978645,17,1
312,Foundation for Economic Education,2016,WSJ,1,3.762269,70,1
313,Foundation for Excellence in Education,2014,NYT,1,3.628623,7,0
314,Foundation for Excellence in Education,2014,WSJ,1,3.628623,7,0
315,Foundation for Excellence in Education,2015,NYT,1,3.620759,8,0
316,Foundation for Excellence in Education,2015,WP,2,3.620759,8,0
317,Foundation for Excellence in Education,2015,WSJ,1,3.620759,8,0
318,Foundation for Excellence in Education,2016,WP,1,3.731555,9,0
319,Foundation for Excellence in Education,2017,NYT,1,4.048323,10,0
320,German Marshall Fund of the United States,2015,WSJ,1,31.830116,43,0
321,German Marshall Fund of the United States,2017,NYT,1,26.863805,45,0
322,German Marshall Fund of the United States,2018,WP,2,28.626412,46,0
323,Global Development and Environment Institute,2014,WP,1,4.351888,21,0
324,Global Development and Environment Institute,2016,NYT,1,4.569121,23,0
325,Goldwater Institute,2014,WSJ,2,5.338305,26,1
326,Goldwater Institute,2015,WSJ,1,5.616214,27,1
327,Goldwater Institute,2016,WP,1,5.504511,28,1
328,Goldwater Institute,2018,NYT,3,4.375504,30,1
329,Guttmacher Institute,2014,WSJ,1,17.443509,46,0
330,Guttmacher Institute,2015,NYT,1,19.285598,47,0
331,Guttmacher Institute,2015,WP,1,19.285598,47,0
332,Guttmacher Institute,2015,WSJ,3,19.285598,47,0
333,Guttmacher Institute,2016,NYT,2,22.885624,48,0
334,Guttmacher Institute,2018,NYT,1,28.752722,50,0
335,Guttmacher Institute,2018,WP,2,28.752722,50,0
336,Hastings Center,2015,NYT,1,3.412332,46,0
337,Hoover Institution,2014,NYT,12,47.2,95,1
338,Hoover Institution,2014,WP,2,47.2,95,1
339,Hoover Institution,2014,WSJ,1,47.2,95,1
340,Hoover Institution,2015,NYT,4,59.9,96,1
341,Hoover Institution,2015,WP,15,59.9,96,1
342,Hoover Institution,2016,NYT,5,63.6,97,1
343,Hoover Institution,2016,WP,9,63.6,97,1
344,Hoover Institution,2016,WSJ,1,63.6,97,1
345,Hoover Institution,2017,NYT,10,66.9,98,1
346,Hoover Institution,2017,WP,15,66.9,98,1
347,Hoover Institution,2017,WSJ,2,66.9,98,1
348,Hoover Institution,2018,NYT,6,70.5,99,1
349,Hoover Institution,2018,WP,8,70.5,99,1
350,Hoover Institution,2018,WSJ,1,70.5,99,1
351,Hudson Institute,2015,WSJ,1,10.9834,54,1
352,Hudson Institute,2016,NYT,1,13.17963,55,1
353,Hudson Institute,2017,NYT,1,14.88237,56,1
354,Hudson Institute,2017,WSJ,1,14.88237,56,1
355,Hudson Institute,2018,NYT,1,16.319597,57,1
356,Independence Institute,2015,NYT,1,2.621981,30,1
357,Independence Institute,2015,WP,1,2.621981,30,1
358,Independence Institute,2016,NYT,1,2.907995,31,1
359,Independence Institute,2017,NYT,1,2.782204,32,1
360,Institute for Defense Analyses,2014,WP,2,218.788547,58,0
361,Institute for Defense Analyses,2015,NYT,2,220.401537,59,0
362,Institute for New Economic Thinking,2015,NYT,1,16.070505,6,0
363,Institute for New Economic Thinking,2016,NYT,1,7.781121,7,0
364,Institute for New Economic Thinking,2017,NYT,1,13.727196,8,0
365,Institute for Policy Studies,2014,NYT,3,3.487435,51,0
366,Institute for Policy Studies,2015,WSJ,3,4.184183,52,0
367,Institute for Policy Studies,2016,NYT,1,3.889771,53,0
368,Institute for Policy Studies,2016,WP,1,3.889771,53,0
369,Institute for Policy Studies,2017,NYT,3,4.269603,54,0
370,Institute for Policy Studies,2017,WP,1,4.269603,54,0
371,Institute for Science and International Security,2015,WP,1,0.686206,22,0
372,Institute for Science and International Security,2017,WP,1,0.697147,24,0
373,Institute for Women's Policy Research,2014,NYT,2,1.944749,27,0
374,Institute for Women's Policy Research,2015,WP,1,2.769388,28,0
375,Institute for Women's Policy Research,2016,NYT,1,3.176103,29,0
376,Institute for Women's Policy Research,2017,WP,3,2.912917,30,0
377,Institute on Taxation and Economic Policy,2017,NYT,2,1.804899,37,0
378,Institute on Taxation and Economic Policy,2018,NYT,1,2.130137,38,0
379,Institute on Taxation and Economic Policy,2018,WP,3,2.130137,38,0
380,Inter-American Dialogue,2015,NYT,1,3.084683,22,0
381,Inter-American Dialogue,2016,NYT,1,3.349441,23,0
382,Inter-American Dialogue,2016,WP,2,3.349441,23,0
383,Inter-American Dialogue,2016,WSJ,1,3.349441,23,0
384,Inter-American Dialogue,2017,WP,1,4.273907,24,0
385,International Crisis Group,2014,NYT,2,18.725396,19,0
386,International Crisis Group,2014,WP,1,18.725396,19,0
387,International Crisis Group,2015,NYT,1,18.082772,20,0
388,International Crisis Group,2015,WSJ,1,18.082772,20,0
389,International Crisis Group,2016,NYT,1,18.075452,21,0
390,International Crisis Group,2017,NYT,1,17.255434,22,0
391,International Crisis Group,2017,WP,2,17.255434,22,0
392,International Crisis Group,2018,NYT,1,18.740915,23,0
393,International Crisis Group,2018,WP,2,18.740915,23,0
394,International Food Policy Research Institute,2015,WP,1,160.453821,40,0
395,Israel Policy Forum,2018,NYT,1,2.204596,25,0
396,J Street,2016,WP,1,3.338819,9,0
397,J Street,2018,NYT,2,2.763809,11,0
398,J Street,2018,WP,1,2.763809,11,0
399,James A. Baker III Institute for Public Policy,2014,NYT,2,0.0,21,0
400,James A. Baker III Institute for Public Policy,2014,WSJ,1,0.0,21,0
401,James A. Baker III Institute for Public Policy,2015,NYT,6,0.765136,22,0
402,James A. Baker III Institute for Public Policy,2015,WSJ,5,0.765136,22,0
403,James A. Baker III Institute for Public Policy,2016,NYT,4,0.757703,23,0
404,James A. Baker III Institute for Public Policy,2016,WP,1,0.757703,23,0
405,James A. Baker III Institute for Public Policy,2016,WSJ,2,0.757703,23,0
406,James A. Baker III Institute for Public Policy,2017,NYT,5,0.698026,24,0
407,James A. Baker III Institute for Public Policy,2017,WP,5,0.698026,24,0
408,James A. Baker III Institute for Public Policy,2017,WSJ,6,0.698026,24,0
409,James A. Baker III Institute for Public Policy,2018,NYT,11,0.745577,25,0
410,James A. Baker III Institute for Public Policy,2018,WP,2,0.745577,25,0
411,James A. Baker III Institute for Public Policy,2018,WSJ,2,0.745577,25,0
412,Jamestown Foundation,2018,NYT,1,1.149704,34,1
413,Jamestown Foundation,2018,WP,1,1.149704,34,1
414,Jamestown Foundation,2018,WSJ,2,1.149704,34,1
415,Joint Center for Political and Economic Studies,2017,WP,2,1.277399,47,0
416,Kansas Policy Institute,2014,NYT,1,0.889136,18,1
417,Kansas Policy Institute,2014,WSJ,1,0.889136,18,1
418,Levy Economics Institute,2018,WP,1,0.0,32,0
419,Lexington Institute,2014,WP,1,1.996703,16,1
420,Lexington Institute,2016,WP,1,2.115166,18,1
421,Lincoln Institute of Land Policy,2014,NYT,1,18.794824,68,0
422,Lincoln Institute of Land Policy,2015,WSJ,1,20.846995,69,0
423,Lugar Center,2018,NYT,2,0.779472,5,0
424,Mackinac Center for Public Policy,2015,WSJ,1,6.003578,28,1
425,Mackinac Center for Public Policy,2017,WSJ,1,6.620239,30,1
426,Mackinac Center for Public Policy,2018,WSJ,1,8.408449,31,1
427,Manhattan Institute for Policy Research,2014,NYT,6,13.949343,36,1
428,Manhattan Institute for Policy Research,2014,WSJ,2,13.949343,36,1
429,Manhattan Institute for Policy Research,2015,WSJ,3,15.638756,37,1
430,Manhattan Institute for Policy Research,2016,NYT,2,17.858627,38,1
431,Manhattan Institute for Policy Research,2016,WSJ,5,17.858627,38,1
432,Manhattan Institute for Policy Research,2017,NYT,4,18.832278,39,1
433,Manhattan Institute for Policy Research,2017,WP,3,18.832278,39,1
434,Manhattan Institute for Policy Research,2017,WSJ,3,18.832278,39,1
435,Manhattan Institute for Policy Research,2018,NYT,3,19.691658,40,1
436,Manhattan Institute for Policy Research,2018,WP,4,19.691658,40,1
437,McCain Institute,2015,NYT,1,0.659564,3,0
438,McCain Institute,2015,WSJ,1,0.659564,3,0
439,McCain Institute,2018,NYT,1,0.858831,6,0
440,Mercatus Center at George Mason University,2014,NYT,4,18.508226,34,1
441,Mercatus Center at George Mason University,2014,WP,6,18.508226,34,1
442,Mercatus Center at George Mason University,2014,WSJ,3,18.508226,34,1
443,Mercatus Center at George Mason University,2015,NYT,6,19.205513,35,1
444,Mercatus Center at George Mason University,2015,WP,2,19.205513,35,1
445,Mercatus Center at George Mason University,2015,WSJ,5,19.205513,35,1
446,Mercatus Center at George Mason University,2016,WP,3,25.019578,36,1
447,Mercatus Center at George Mason University,2016,WSJ,3,25.019578,36,1
448,Mercatus Center at George Mason University,2017,NYT,2,27.582187,37,1
449,Mercatus Center at George Mason University,2017,WP,4,27.582187,37,1
450,Mercatus Center at George Mason University,2017,WSJ,3,27.582187,37,1
451,Mercatus Center at George Mason University,2018,NYT,5,28.875237,38,1
452,Mercatus Center at George Mason University,2018,WP,7,28.875237,38,1
453,Mercatus Center at George Mason University,2018,WSJ,2,28.875237,38,1
454,Middle East Forum,2015,NYT,1,3.472821,25,1
455,Middle East Forum,2015,WSJ,1,3.472821,25,1
