,thinktank,year,pub,num_cites,expenses,age,con_lib
262,RTI International,2015,WP,1,811.046142,57,0
263,RTI International,2017,WP,1,971.083204,59,0
264,RTI International,2017,WSJ,1,971.083204,59,0
265,Rockefeller Institute of Government,2015,WSJ,1,4.362669,34,0
266,Rockefeller Institute of Government,2018,WP,1,4.744707,37,0
267,Roosevelt Institute,2015,NYT,1,6.446069,28,0
268,Roosevelt Institute,2017,NYT,1,7.01393,30,0
269,Santa Fe Institute,2015,NYT,1,11.629042,31,0
270,Scripps Research Institute,2014,NYT,1,389.326389,90,0
271,Scripps Research Institute,2014,WP,1,389.326389,90,0
272,Scripps Research Institute,2014,WSJ,1,389.326389,90,0
273,Scripps Research Institute,2018,WP,1,373.107791,94,0
274,Scripps Research Institute,2018,WSJ,1,373.107791,94,0
275,Social Science Research Council,2015,NYT,1,18.045814,92,0
276,Tax Foundation,2014,WP,1,2.971778,77,0
277,Tax Foundation,2015,WSJ,1,3.722271,78,0
278,Tax Foundation,2016,NYT,1,4.178093,79,0
279,Tax Foundation,2017,NYT,1,4.548092,80,0
280,Tax Foundation,2017,WSJ,2,4.548092,80,0
281,The Stimson Center,2016,NYT,1,5.082926,27,0
282,Third Way,2015,WSJ,1,7.712417,10,0
283,Third Way,2016,WSJ,1,7.184416,11,0
284,Third Way,2017,WP,1,8.379387,12,0
285,Third Way,2018,WP,1,8.24593,13,0
286,Third Way,2018,WSJ,1,8.24593,13,0
287,Thomas B. Fordham Institute,2018,WSJ,1,3.641791,11,0
288,Urban Institute,2014,NYT,7,86.177167,46,0
289,Urban Institute,2014,WP,7,86.177167,46,0
290,Urban Institute,2014,WSJ,3,86.177167,46,0
291,Urban Institute,2015,NYT,2,87.855636,47,0
292,Urban Institute,2015,WP,3,87.855636,47,0
293,Urban Institute,2015,WSJ,2,87.855636,47,0
294,Urban Institute,2016,NYT,7,86.656466,48,0
295,Urban Institute,2016,WP,9,86.656466,48,0
296,Urban Institute,2016,WSJ,2,86.656466,48,0
297,Urban Institute,2017,NYT,3,93.208019,49,0
298,Urban Institute,2017,WP,8,93.208019,49,0
299,Urban Institute,2017,WSJ,2,93.208019,49,0
300,Urban Institute,2018,NYT,5,91.224579,50,0
301,Urban Institute,2018,WP,6,91.224579,50,0
302,Urban Institute,2018,WSJ,2,91.224579,50,0
303,Washington Institute for Near East Policy,2018,NYT,1,13.418193,33,0
304,Washington Policy Center,2015,WSJ,1,2.249164,18,0
305,Woodrow Wilson International Center for Scholars,2018,WP,1,24.542658,50,0
306,World Resources Institute,2014,WSJ,1,65.763955,32,0
307,World Resources Institute,2015,NYT,1,77.539897,33,0
308,World Resources Institute,2016,NYT,1,89.823844,34,0
309,World Resources Institute,2016,WP,1,89.823844,34,0
